asr-slack10-01e6wtdd6hwzw7kagp28zccfap,49bc797b-2b02-4946-afbf-23dff764e2f4,2020-04-27T03:20:48Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:27Z,2020-04-27T03:20:23Z,2020-04-27T03:20:23Z,2020-04-27T03:20:48Z,True,False,False,True,2020-04-27T03:20:48Z,2020-04-27T03:20:28Z,2020-04-27T03:20:28Z,2020-04-27T03:20:26Z,2020-04-27T03:20:25Z,2020-04-27T03:20:23Z,BestEffort,
asr-slack10-01e6wtdd6jdxc0mdcgat5sw377,34c34dd5-3cf2-4c35-b47e-507345a49611,2020-04-27T03:20:51Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:56Z,2020-04-27T03:20:51Z,2020-04-27T03:20:51Z,2020-04-27T03:20:51Z,True,False,False,True,2020-04-27T03:20:51Z,2020-04-27T03:20:56Z,2020-04-27T03:20:57Z,2020-04-27T03:20:56Z,2020-04-27T03:20:55Z,2020-04-27T03:20:51Z,BestEffort,
