<<<<<<< df7863f1a195ddab2f10bb605b9fb15edd1e294a
asr-01e6pdxkyjpm3btfye2b098hty,fd0c274c-86b2-4a59-8ee8-b12209da4410,2020-04-24T15:47:04Z,statusConditionsBegin,Initialized,2020-04-24T15:47:03Z,True,Ready,2020-04-24T15:46:51Z,False,ContainersReady,2020-04-24T15:46:51Z,False,PodScheduled,2020-04-24T15:47:04Z,True,statusConditionsEnd,2020-04-24T15:47:09Z,2020-04-24T15:47:09Z,2020-04-24T15:47:01Z,2020-04-24T15:47:00Z,2020-04-24T15:46:51Z,
asr-01e6pdxkz9xmqw0wgz03q2endz,62a0a49f-6977-410f-b1f9-b23e41a98c6e,2020-04-24T15:47:03Z,statusConditionsBegin,Initialized,2020-04-24T15:47:04Z,True,Ready,2020-04-24T15:46:51Z,False,ContainersReady,2020-04-24T15:46:51Z,False,PodScheduled,2020-04-24T15:47:04Z,True,statusConditionsEnd,2020-04-24T15:47:10Z,2020-04-24T15:47:10Z,2020-04-24T15:47:01Z,2020-04-24T15:47:00Z,2020-04-24T15:46:51Z,
asr-01e6pdxkzcqkzt6zadwy9tye9g,a33d8d4d-912b-479e-8b67-b4b6cf617ffa,2020-04-24T15:47:02Z,statusConditionsBegin,Initialized,2020-04-24T15:46:58Z,True,Ready,2020-04-24T15:46:55Z,False,ContainersReady,2020-04-24T15:46:55Z,False,PodScheduled,2020-04-24T15:47:02Z,True,statusConditionsEnd,2020-04-24T15:47:00Z,2020-04-24T15:47:00Z,2020-04-24T15:46:57Z,2020-04-24T15:46:56Z,2020-04-24T15:46:55Z,
asr-01e6pdxm00htptheprj213kkx2,e25fe4ad-4360-4986-9da8-94377fb42192,2020-04-24T15:47:03Z,statusConditionsBegin,Initialized,2020-04-24T15:46:58Z,True,Ready,2020-04-24T15:46:55Z,False,ContainersReady,2020-04-24T15:46:55Z,False,PodScheduled,2020-04-24T15:47:03Z,True,statusConditionsEnd,2020-04-24T15:46:58Z,2020-04-24T15:46:58Z,2020-04-24T15:46:58Z,2020-04-24T15:46:57Z,2020-04-24T15:46:55Z,
asr-01e6pdxm19k396g6152qx5p7q6,734ff5a8-2c44-4626-b087-dcb6803af607,2020-04-24T15:47:06Z,statusConditionsBegin,Initialized,2020-04-24T15:47:12Z,True,Ready,2020-04-24T15:47:06Z,False,ContainersReady,2020-04-24T15:47:06Z,False,PodScheduled,2020-04-24T15:47:06Z,True,statusConditionsEnd,2020-04-24T15:47:14Z,2020-04-24T15:47:14Z,2020-04-24T15:47:10Z,2020-04-24T15:47:09Z,2020-04-24T15:47:06Z,
asr-01e6pdxm1dsemfv7tz0fzr1ssf,764c7539-a4b5-49b5-aa7d-43e798da492f,2020-04-24T15:47:03Z,statusConditionsBegin,Initialized,2020-04-24T15:47:01Z,True,Ready,2020-04-24T15:46:50Z,False,ContainersReady,2020-04-24T15:46:50Z,False,PodScheduled,2020-04-24T15:47:03Z,True,statusConditionsEnd,2020-04-24T15:47:09Z,2020-04-24T15:47:09Z,2020-04-24T15:46:59Z,2020-04-24T15:46:58Z,2020-04-24T15:46:50Z,
asr-01e6pdxm1hwzs49fbar2266m6b,b31dea40-683b-4278-a6cd-29b815de7846,2020-04-24T15:47:03Z,statusConditionsBegin,Initialized,2020-04-24T15:47:08Z,True,Ready,2020-04-24T15:47:04Z,False,ContainersReady,2020-04-24T15:47:04Z,False,PodScheduled,2020-04-24T15:47:04Z,True,statusConditionsEnd,2020-04-24T15:47:09Z,2020-04-24T15:47:09Z,2020-04-24T15:47:07Z,2020-04-24T15:47:06Z,2020-04-24T15:47:04Z,
asr-01e6pdxm2v8k3ar1d6m3cw23tc,8f389c60-1d92-46e2-ae68-827c0cb2628a,2020-04-24T15:47:10Z,statusConditionsBegin,Initialized,2020-04-24T15:47:16Z,True,Ready,2020-04-24T15:47:10Z,False,ContainersReady,2020-04-24T15:47:10Z,False,PodScheduled,2020-04-24T15:47:10Z,True,statusConditionsEnd,2020-04-24T15:47:18Z,2020-04-24T15:47:18Z,2020-04-24T15:47:14Z,2020-04-24T15:47:13Z,2020-04-24T15:47:10Z,
asr-01e6pdxm2w8rn0b0ktjsj4pcnr,673ad743-31ac-4716-b79e-dcb80c03b73a,2020-04-24T15:47:04Z,statusConditionsBegin,Initialized,2020-04-24T15:47:08Z,True,Ready,2020-04-24T15:47:04Z,False,ContainersReady,2020-04-24T15:47:04Z,False,PodScheduled,2020-04-24T15:47:04Z,True,statusConditionsEnd,2020-04-24T15:47:09Z,2020-04-24T15:47:09Z,2020-04-24T15:47:08Z,2020-04-24T15:47:07Z,2020-04-24T15:47:04Z,
asr-01e6pdxm348tasw3011xa92p17,69702fb2-df11-482f-81a6-3999baccc6c9,2020-04-24T15:47:05Z,statusConditionsBegin,Initialized,2020-04-24T15:47:10Z,True,Ready,2020-04-24T15:47:05Z,False,ContainersReady,2020-04-24T15:47:05Z,False,PodScheduled,2020-04-24T15:47:05Z,True,statusConditionsEnd,2020-04-24T15:47:11Z,2020-04-24T15:47:11Z,2020-04-24T15:47:08Z,2020-04-24T15:47:08Z,2020-04-24T15:47:05Z,
asr-01e6pdxm35mgh4djdewrpmm1e0,6ca0e2e4-7afc-41ed-9932-6a8dc7ad8597,2020-04-24T15:47:06Z,statusConditionsBegin,Initialized,2020-04-24T15:47:02Z,True,Ready,2020-04-24T15:46:58Z,False,ContainersReady,2020-04-24T15:46:58Z,False,PodScheduled,2020-04-24T15:47:06Z,True,statusConditionsEnd,2020-04-24T15:47:02Z,2020-04-24T15:47:02Z,2020-04-24T15:47:01Z,2020-04-24T15:47:00Z,2020-04-24T15:46:58Z,
asr-01e6pdxm3cj6mx6rnw1pqfjxgw,0ddd6f62-8cdc-45f2-a0ef-60903513a0ea,2020-04-24T15:47:06Z,statusConditionsBegin,Initialized,2020-04-24T15:47:28Z,True,Ready,2020-04-24T15:47:07Z,False,ContainersReady,2020-04-24T15:47:07Z,False,PodScheduled,2020-04-24T15:47:06Z,True,statusConditionsEnd,2020-04-24T15:47:40Z,2020-04-24T15:47:40Z,2020-04-24T15:47:24Z,2020-04-24T15:47:23Z,2020-04-24T15:47:07Z,
asr-01e6pdxm40yzjckg91pb3en9ym,6ed4c93d-bf92-42d8-a814-0300c56baa09,2020-04-24T15:47:25Z,statusConditionsBegin,Initialized,2020-04-24T15:47:21Z,True,Ready,2020-04-24T15:47:18Z,False,ContainersReady,2020-04-24T15:47:18Z,False,PodScheduled,2020-04-24T15:47:25Z,True,statusConditionsEnd,2020-04-24T15:47:22Z,2020-04-24T15:47:22Z,2020-04-24T15:47:21Z,2020-04-24T15:47:20Z,2020-04-24T15:47:18Z,
asr-01e6pdxm4md9scaaqvfke1gpfv,b06607d9-2231-4216-813d-159a74098483,2020-04-24T15:47:21Z,statusConditionsBegin,Initialized,2020-04-24T15:47:18Z,True,Ready,2020-04-24T15:47:14Z,False,ContainersReady,2020-04-24T15:47:14Z,False,PodScheduled,2020-04-24T15:47:21Z,True,statusConditionsEnd,2020-04-24T15:47:19Z,2020-04-24T15:47:19Z,2020-04-24T15:47:18Z,2020-04-24T15:47:17Z,2020-04-24T15:47:14Z,
asr-01e6pdxm5w6qkyddnm4gycjfp6,bb348870-8c0f-425f-9cee-5089b10acd7d,2020-04-24T15:47:13Z,statusConditionsBegin,Initialized,2020-04-24T15:47:09Z,True,Ready,2020-04-24T15:47:06Z,False,ContainersReady,2020-04-24T15:47:06Z,False,PodScheduled,2020-04-24T15:47:13Z,True,statusConditionsEnd,2020-04-24T15:47:10Z,2020-04-24T15:47:10Z,2020-04-24T15:47:09Z,2020-04-24T15:47:09Z,2020-04-24T15:47:06Z,
asr-01e6pdxm5wy2ph3vbs7trw8ffn,086c1123-8fdb-4bfd-8173-77caa6aeada8,2020-04-24T15:47:11Z,statusConditionsBegin,Initialized,2020-04-24T15:47:17Z,True,Ready,2020-04-24T15:46:58Z,False,ContainersReady,2020-04-24T15:46:58Z,False,PodScheduled,2020-04-24T15:47:11Z,True,statusConditionsEnd,2020-04-24T15:47:27Z,2020-04-24T15:47:27Z,2020-04-24T15:47:11Z,2020-04-24T15:47:10Z,2020-04-24T15:46:58Z,
asr-01e6pdxm5zqcycze7w5rcc6xjw,d1fa8c11-be3a-46f1-82b4-fec3eb5ffdfd,2020-04-24T15:47:38Z,statusConditionsBegin,Initialized,2020-04-24T15:47:34Z,True,Ready,2020-04-24T15:47:31Z,False,ContainersReady,2020-04-24T15:47:31Z,False,PodScheduled,2020-04-24T15:47:38Z,True,statusConditionsEnd,2020-04-24T15:47:35Z,2020-04-24T15:47:35Z,2020-04-24T15:47:33Z,2020-04-24T15:47:33Z,2020-04-24T15:47:31Z,
asr-01e6pdxm69e9hf3r9vrqv1adxj,87302a79-bf82-4d21-aead-593977bdc233,2020-04-24T15:47:41Z,statusConditionsBegin,Initialized,2020-04-24T15:48:45Z,True,Ready,2020-04-24T15:47:43Z,False,ContainersReady,2020-04-24T15:47:43Z,False,PodScheduled,2020-04-24T15:47:41Z,True,statusConditionsEnd,2020-04-24T15:49:17Z,2020-04-24T15:49:17Z,2020-04-24T15:48:34Z,2020-04-24T15:48:33Z,2020-04-24T15:47:43Z,
asr-01e6pdxm700k15mdawvt79aqqv,5b8024ea-2587-4941-a941-ba2f74f00b2d,2020-04-24T15:47:40Z,statusConditionsBegin,Initialized,2020-04-24T15:48:38Z,True,Ready,2020-04-24T15:47:27Z,False,ContainersReady,2020-04-24T15:47:27Z,False,PodScheduled,2020-04-24T15:47:40Z,True,statusConditionsEnd,2020-04-24T15:49:00Z,2020-04-24T15:49:00Z,2020-04-24T15:47:58Z,2020-04-24T15:47:57Z,2020-04-24T15:47:27Z,
asr-01e6pdxm803jmcny544ffq7dx2,dabb7ff9-4727-4891-bf5e-0a077be10cd5,2020-04-24T15:47:16Z,statusConditionsBegin,Initialized,2020-04-24T15:47:21Z,True,Ready,2020-04-24T15:47:16Z,False,ContainersReady,2020-04-24T15:47:16Z,False,PodScheduled,2020-04-24T15:47:16Z,True,statusConditionsEnd,2020-04-24T15:47:22Z,2020-04-24T15:47:22Z,2020-04-24T15:47:21Z,2020-04-24T15:47:20Z,2020-04-24T15:47:16Z,
