asr-baseline-01e6yb309y973mcg248ahnendj,ee61c686-6fbd-4608-a01c-d660db45c8bf,2020-04-27T17:31:35Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:31:30Z,2020-04-27T17:31:21Z,2020-04-27T17:31:21Z,2020-04-27T17:31:35Z,True,False,False,True,2020-04-27T17:31:47Z,2020-04-27T17:31:47Z,2020-04-27T17:31:29Z,2020-04-27T17:31:28Z,2020-04-27T17:31:21Z,
asr-baseline-01e6yb30a6bb8qpcmrkdnz3jj6,4e0d83f6-fc23-4f80-a4f8-1153072d27a2,2020-04-27T17:31:42Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:32:01Z,2020-04-27T17:31:28Z,2020-04-27T17:31:28Z,2020-04-27T17:31:42Z,True,False,False,True,2020-04-27T17:32:56Z,2020-04-27T17:32:56Z,2020-04-27T17:31:48Z,2020-04-27T17:31:47Z,2020-04-27T17:31:28Z,
asr-baseline-01e6yb30a7rx7k0ymw8xpmrwqy,c5aaf215-19e1-4643-ae79-6b61ff75ca7d,2020-04-27T17:31:35Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:31:11Z,2020-04-27T17:31:06Z,2020-04-27T17:31:06Z,2020-04-27T17:31:35Z,True,False,False,True,2020-04-27T17:31:22Z,2020-04-27T17:31:22Z,2020-04-27T17:31:10Z,2020-04-27T17:31:08Z,2020-04-27T17:31:06Z,
asr-baseline-01e6yb30anpks99pnfqwkbre4n,826450b1-5171-4f16-a1a4-ab8ee01b44c2,2020-04-27T17:31:35Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:31:11Z,2020-04-27T17:31:06Z,2020-04-27T17:31:06Z,2020-04-27T17:31:35Z,True,False,False,True,2020-04-27T17:31:25Z,2020-04-27T17:31:25Z,2020-04-27T17:31:09Z,2020-04-27T17:31:07Z,2020-04-27T17:31:06Z,
asr-baseline-01e6yb30c92qxhdfm4q601gzew,60fbd16e-f036-44b5-beb5-3ceac6bffd77,2020-04-27T17:31:42Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:31:17Z,2020-04-27T17:31:13Z,2020-04-27T17:31:13Z,2020-04-27T17:31:42Z,True,False,False,True,2020-04-27T17:31:31Z,2020-04-27T17:31:31Z,2020-04-27T17:31:16Z,2020-04-27T17:31:16Z,2020-04-27T17:31:13Z,
asr-baseline-01e6yb30cw1d8p4bhgscckq19r,1fc7b5a1-5b3d-4429-8d68-3841d1d4f4ef,2020-04-27T17:31:42Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:32:20Z,2020-04-27T17:31:45Z,2020-04-27T17:31:45Z,2020-04-27T17:31:42Z,True,False,False,True,2020-04-27T17:32:47Z,2020-04-27T17:32:47Z,2020-04-27T17:32:05Z,2020-04-27T17:32:03Z,2020-04-27T17:31:45Z,
asr-baseline-01e6yb30f2qqtarty1ch4n5jg6,f7684e2d-92cf-4948-b786-b5f6f6d72646,2020-04-27T17:31:42Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:32:20Z,2020-04-27T17:31:45Z,2020-04-27T17:31:45Z,2020-04-27T17:31:42Z,True,False,False,True,2020-04-27T17:33:43Z,2020-04-27T17:33:43Z,2020-04-27T17:32:06Z,2020-04-27T17:32:05Z,2020-04-27T17:31:45Z,
asr-baseline-01e6yb30fvm899j72dpkqxqats,6f79e0fd-78ef-4ecc-af12-0280362c5b46,2020-04-27T17:32:32Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:32:07Z,2020-04-27T17:32:03Z,2020-04-27T17:32:03Z,2020-04-27T17:32:32Z,True,False,False,True,2020-04-27T17:32:08Z,2020-04-27T17:32:08Z,2020-04-27T17:32:06Z,2020-04-27T17:32:06Z,2020-04-27T17:32:03Z,
asr-baseline-01e6yb30h8ywfexkmptnzypkft,cb8464fa-d3c2-4f09-856e-5583a348b9dd,2020-04-27T17:32:32Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:32:39Z,2020-04-27T17:32:32Z,2020-04-27T17:32:32Z,2020-04-27T17:32:32Z,True,False,False,True,2020-04-27T17:34:00Z,2020-04-27T17:34:00Z,2020-04-27T17:32:38Z,2020-04-27T17:32:36Z,2020-04-27T17:32:32Z,
asr-baseline-01e6yb30jqx361zgj51gfwkadh,25734d83-ad73-4edc-a010-e0effce84c9a,2020-04-27T17:33:05Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T17:32:42Z,2020-04-27T17:32:36Z,2020-04-27T17:32:36Z,2020-04-27T17:33:05Z,True,False,False,True,2020-04-27T17:32:44Z,2020-04-27T17:32:44Z,2020-04-27T17:32:41Z,2020-04-27T17:32:40Z,2020-04-27T17:32:36Z,
