asr-sample-01e6wtdd6hwzw7kagp28zccfap,49bc797b-2b02-4946-afbf-23dff764e2f4,2020-04-27T03:20:48Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:27Z,2020-04-27T03:20:23Z,2020-04-27T03:20:23Z,2020-04-27T03:20:48Z,True,False,False,True,2020-04-27T03:20:28Z,2020-04-27T03:20:28Z,2020-04-27T03:20:26Z,2020-04-27T03:20:25Z,2020-04-27T03:20:23Z,
asr-sample-01e6wtdd6jdxc0mdcgat5sw377,34c34dd5-3cf2-4c35-b47e-507345a49611,2020-04-27T03:20:51Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:56Z,2020-04-27T03:20:51Z,2020-04-27T03:20:51Z,2020-04-27T03:20:51Z,True,False,False,True,2020-04-27T03:20:56Z,2020-04-27T03:20:57Z,2020-04-27T03:20:56Z,2020-04-27T03:20:55Z,2020-04-27T03:20:51Z,
asr-sample-01e6wtdd6s6xmx7s25b30p4e4y,7c5f24e8-ef97-4a60-a12e-37cbf116b208,2020-04-27T03:20:48Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:26Z,2020-04-27T03:20:29Z,2020-04-27T03:20:29Z,2020-04-27T03:20:48Z,True,False,False,True,2020-04-27T03:20:26Z,2020-04-27T03:20:27Z,2020-04-27T03:20:25Z,2020-04-27T03:20:25Z,2020-04-27T03:20:23Z,
asr-sample-01e6wtdd764h4akx29wp0n93ah,e4682f04-fb92-4916-9877-194aef9785c3,2020-04-27T03:20:51Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:50Z,2020-04-27T03:20:37Z,2020-04-27T03:20:37Z,2020-04-27T03:20:51Z,True,False,False,True,2020-04-27T03:20:58Z,2020-04-27T03:20:58Z,2020-04-27T03:20:46Z,2020-04-27T03:20:45Z,2020-04-27T03:20:37Z,
asr-sample-01e6wtdd7yqfps90en5yy4f28z,86622232-43e7-457b-8d7f-0d9bf26c86ee,2020-04-27T03:20:48Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:27Z,2020-04-27T03:20:23Z,2020-04-27T03:20:23Z,2020-04-27T03:20:48Z,True,False,False,True,2020-04-27T03:20:28Z,2020-04-27T03:20:28Z,2020-04-27T03:20:26Z,2020-04-27T03:20:25Z,2020-04-27T03:20:23Z,
asr-sample-01e6wtdd8jyyjay733ms3zsxnc,aed37dc3-4276-4729-a85b-4e3e95c41780,2020-04-27T03:20:56Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:34Z,2020-04-27T03:20:31Z,2020-04-27T03:20:31Z,2020-04-27T03:20:56Z,True,False,False,True,2020-04-27T03:20:34Z,2020-04-27T03:20:34Z,2020-04-27T03:20:34Z,2020-04-27T03:20:33Z,2020-04-27T03:20:31Z,
asr-sample-01e6wtdd8zdhjmy83ygjgz25k8,4f3767ac-6ec5-46c2-b5f0-4b4cce71655e,2020-04-27T03:20:56Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:34Z,2020-04-27T03:20:31Z,2020-04-27T03:20:31Z,2020-04-27T03:20:56Z,True,False,False,True,2020-04-27T03:20:34Z,2020-04-27T03:20:34Z,2020-04-27T03:20:33Z,2020-04-27T03:20:33Z,2020-04-27T03:20:31Z,
asr-sample-01e6wtddb3yn0v1yey8zsaaan3,8f083394-1283-42fe-aaec-c221b4ed2419,2020-04-27T03:21:03Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:22:14Z,2020-04-27T03:21:03Z,2020-04-27T03:21:03Z,2020-04-27T03:21:03Z,True,False,False,True,2020-04-27T03:22:53Z,2020-04-27T03:22:53Z,2020-04-27T03:21:32Z,2020-04-27T03:21:30Z,2020-04-27T03:21:03Z,
asr-sample-01e6wtddbak8k8hsrvjnyx8ake,660cb507-4a13-4d3c-a436-8b1c14bafe74,2020-04-27T03:21:07Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:20:46Z,2020-04-27T03:20:42Z,2020-04-27T03:20:42Z,2020-04-27T03:21:07Z,True,False,False,True,2020-04-27T03:20:46Z,2020-04-27T03:20:46Z,2020-04-27T03:20:45Z,2020-04-27T03:20:44Z,2020-04-27T03:20:42Z,
asr-sample-01e6wtddcm3m0q0ksynyfgvvk0,7fec3017-8340-4579-bc3d-cd2ad24aa4e9,2020-04-27T03:21:15Z,Initialized,Ready,ContainersReady,PodScheduled,2020-04-27T03:22:01Z,2020-04-27T03:21:03Z,2020-04-27T03:21:03Z,2020-04-27T03:21:15Z,True,False,False,True,2020-04-27T03:22:31Z,2020-04-27T03:22:31Z,2020-04-27T03:21:40Z,2020-04-27T03:21:38Z,2020-04-27T03:21:03Z,
