2.005 0.038122 2.001 0.008069 2.002 0.168258 slackaware
2.006 0.060154 2.002 0.212289 2.003 0.020074 slackaware
2.006 0.140266 2.004 0.004067 2.007 0.006081 slackaware
2.005 0.168287 2.002 0.018083 2.004 0.01207 slackaware
2.007 0.14225 2.003 0.074133 2.002 0.038103 slackaware
2.004 0.062178 2.002 0.0481 2.003 0.040099 slackaware
2.002 0.062231 2.003 0.138285 -1.58861e+09 -0.060169 slackaware
2.004 0.056129 2.003 0.038723 2.005 0.046112 slackaware
2.006 0.040134 2.002 0.050119 2.002 0.074132 slackaware
4.007 0.004096 2.004 0.006072 2.002 0.008072 slackaware
2.006 0.010107 2.002 0.112182 2.004 0.046118 slackaware
2.006 0.106188 2.002 0.004056 2.002 0.008058 slackaware
2.004 0.010199 2.004 0.024371 -1.58861e+09 -0.008276 slackaware
2.006 0.012126 2.003 0.010069 2.004 0.114184 slackaware
2.004 0.130253 2.001 0.160237 2.003 0.02007 slackaware
2.005 0.010102 2.002 0.056124 2.006 0.104177 slackaware
2.005 0.072164 2.003 0.050121 2.003 0.064122 slackaware
2.006 0.120223 2.003 0.050113 2.004 0.120174 slackaware
2.005 0.194282 2.002 0.010444 2.002 0.024078 slackaware
2.005 0.150243 2.004 0.066128 2.004 0.016076 slackaware
2.004 0.116197 2.003 0.068129 2.004 0.016072 slackaware
2.003 0.008104 2.004 0.014073 2.003 0.034095 slackaware
2.004 0.144213 2.004 0.004066 2.006 0.062125 slackaware
2.003 0.060144 2.003 0.050123 2.001 0.004066 slackaware
2.006 0.144222 2.004 0.072131 2.003 0.018074 slackaware
2.005 0.218337 2.002 0.184271 2.002 0.178242 slackaware
2.005 0.074142 2.003 0.048112 2.004 0.004085 slackaware
2.006 0.168271 2.003 0.008066 2.002 0.176236 slackaware
2.004 0.006115 2.004 0.212275 2.002 0.0461 slackaware
2.004 0.070143 2.004 0.048109 2.003 0.076483 slackaware
2.005 0.012086 2.003 0.034087 2.003 0.056123 slackaware
2.006 0.2003 2.004 0.020078 2.002 0.16822 slackaware
2.003 0.026111 2.002 0.044114 2.002 0.036099 slackaware
2.005 0.184259 2.003 0.198264 2.002 0.178239 slackaware
2.007 0.172283 2.004 0.160223 2.003 0.146321 slackaware
2.006 0.122206 2.005 0.066136 2.003 0.016073 slackaware
2.006 0.032104 2.002 0.05211 2.002 0.050114 slackaware
2.006 0.120251 2.002 0.004072 2.005 0.004065 slackaware
2.004 0.120221 2.002 0.008079 2.007 0.006066 slackaware
2.006 0.144233 2.003 0.008067 2.003 0.012069 slackaware
2.004 0.044831 2.003 0.050118 2.004 0.052104 slackaware
54.156 0.040179 6.088 0.050109 -1.58861e+09 -0.052167 slackaware
2.002 0.036181 2.002 0.052116 2.002 0.076146 slackaware
2.007 0.110231 2.004 0.088159 2.004 0.238303 slackaware
2.005 0.226354 2.002 0.042103 2.004 0.168218 slackaware
2.004 0.048242 2.002 0.160245 2.004 0.348434 slackaware
2.004 0.070244 2.002 0.020085 2.004 0.042102 slackaware
2.006 0.022241 2.002 0.014072 2.004 0.036112 slackaware
2.004 0.004187 2.003 0.006063 2.002 0.004061 slackaware
2.006 0.022231 2.004 0.022101 2.002 0.04611 slackaware
2.005 0.014209 2.003 0.020079 2.002 0.024085 slackaware
2.006 0.018209 2.003 0.270354 2.003 0.226305 slackaware
2.006 0.034277 2.003 0.058128 2.002 0.314399 slackaware
2.005 0.024298 2.004 0.268355 2.005 0.238312 slackaware
2.005 0.184427 2.002 0.088168 2.004 0.222288 slackaware
2.005 0.020243 2.002 0.044107 2.002 0.038094 slackaware
2.005 0.190408 2.005 0.170238 2.003 0.220306 slackaware
2.006 0.024205 2.003 0.014088 2.003 0.270348 slackaware
2.005 0.032272 2.003 0.024101 2.002 0.032114 slackaware
2.007 0.2785 2.003 0.1242 2.004 0.018072 slackaware
2.005 0.040281 2.002 0.102141 2.004 0.0261 slackaware
2.004 0.014216 2.003 0.016072 2.003 0.022078 slackaware
2.005 0.01021 2.003 0.1502 2.002 0.046096 slackaware
2.004 0.052273 2.002 0.036085 2.004 0.048111 slackaware
2.003 0.238439 2.003 0.020068 2.003 0.300343 slackaware
2.004 0.026266 2.001 0.022098 2.002 0.048107 slackaware
2.005 0.034289 2.002 0.038085 2.002 0.044093 slackaware
2.005 0.018202 2.002 0.010077 2.002 0.012067 slackaware
2.004 0.128393 2.001 0.198299 2.003 0.236272 slackaware
2.004 0.034224 2.002 0.016073 2.003 0.052096 slackaware
2.004 0.010173 2.002 0.010074 2.002 0.020075 slackaware
2.002 0.168321 2.001 0.022102 2.002 0.034083 slackaware
2.003 0.264439 2.003 0.022069 2.003 0.024074 slackaware
2.003 0.280546 2.002 0.294367 2.001 0.008058 slackaware
2.004 0.028261 2.003 0.028086 2.004 0.024086 slackaware
2.005 0.018222 2.003 0.024087 2.003 0.028278 slackaware
2.005 0.232447 2.003 0.334369 2.002 0.156219 slackaware
2.003 0.030234 2.007 0.040089 2.002 0.014072 slackaware
2.004 0.346594 2.004 0.018096 2.003 0.188232 slackaware
2.003 0.158323 2.001 0.022094 2.003 0.19425 slackaware
2.003 0.008176 2.004 0.016448 2.003 0.272309 slackaware
2.004 0.142299 2.002 0.042091 2.003 0.050108 slackaware
2.004 0.008194 2.002 0.274322 2.003 0.212252 slackaware
2.002 0.022251 2.004 0.03208 2.001 0.224264 slackaware
2.006 0.046237 2.002 0.030084 2.003 0.046107 slackaware
2.004 0.034287 2.002 0.196236 2.003 0.23028 slackaware
2.003 0.288464 2.004 0.016068 2.004 0.142184 slackaware
2.005 0.242468 2.003 0.146199 2.002 0.264294 slackaware
2.004 0.034267 2.004 0.040097 2.002 0.026068 slackaware
2.003 0.030219 2.004 0.044098 2.003 0.05812 slackaware
2.004 0.032248 2.004 0.032077 2.003 0.046097 slackaware
2.009 0.040283 2.004 0.056123 2.002 0.016075 slackaware
2.003 0.02223 2.003 0.040091 2.002 0.032081 slackaware
2.007 0.026312 2.002 0.034093 2.001 0.152211 slackaware
2.006 0.056304 2.003 0.056127 2.002 0.010067 slackaware
2.006 0.040327 2.002 0.328416 2.003 0.37246 slackaware
2.004 0.258514 2.002 0.018064 2.003 0.024071 slackaware
2.004 0.238638 2.002 0.022085 2.003 0.020091 slackaware
2.006 0.102397 2.001 0.030098 2.004 0.012067 slackaware
2.008 0.038268 2.002 0.242299 2.003 0.02007 slackaware
2.005 0.028259 2.003 0.032148 2.002 0.154211 slackaware
2.007 0.026287 2.002 0.032095 2.002 0.182251 slackaware
2.005 0.036334 2.004 0.032118 2.003 0.040137 slackaware
2.005 0.008153 2.004 0.006069 2.003 0.004076 slackaware
2.004 0.257007 2.002 0.156202 2.001 0.218297 slackaware
2.005 0.328708 2.004 0.010095 2.003 0.012741 slackaware
2.003 0.018234 2.004 0.028086 2.002 0.0361 slackaware
2.005 0.160435 2.003 0.030095 2.004 0.272346 slackaware
2.006 0.02629 2.003 0.056133 2.005 0.148216 slackaware
2.004 0.018214 2.003 0.044099 2.003 0.036087 slackaware
2.005 0.150412 2.003 0.020084 2.002 0.028078 slackaware
2.003 0.030266 2.003 0.176222 2.003 0.358401 slackaware
2.004 0.036233 2.002 0.03208 2.002 0.300348 slackaware
2.005 0.058356 2.002 0.042102 2.004 0.046111 slackaware
2.004 0.026222 2.002 0.042109 2.002 0.018077 slackaware
2.009 0.208428 2.001 0.114162 2.003 0.244276 slackaware
2.005 0.112258 2.003 0.034103 2.004 0.024092 slackaware
2.005 0.082243 2.004 0.044127 2.003 0.054131 slackaware
2.006 0.01629 2.004 0.042126 2.004 0.024093 slackaware
2.005 0.206491 2.003 0.268339 2.002 0.204275 slackaware
2.006 0.042452 2.002 0.058123 2.002 0.030096 slackaware
2.006 0.016162 2.002 0.014076 2.003 0.248307 slackaware
2.004 0.180448 2.003 0.024086 2.004 0.022085 slackaware
2.005 0.048433 2.003 0.278358 2.002 0.206277 slackaware
2.004 0.062284 2.002 0.046092 2.002 0.036088 slackaware
2.005 0.232629 2.003 0.014071 2.003 0.01209 slackaware
2.004 0.034283 2.002 0.040109 2.001 0.036103 slackaware
2.006 0.05833 2.002 0.064111 2.003 0.096146 slackaware
2.006 0.180417 2.002 0.134204 2.003 0.206279 slackaware
2.006 0.226626 2.002 0.228311 2.002 0.158222 slackaware
2.007 0.042396 2.002 0.022097 2.003 0.122187 slackaware
2.005 0.056363 2.001 0.036096 2.002 0.024089 slackaware
2.004 0.352621 2.003 0.13418 2.002 0.01205 slackaware
2.005 0.026186 2.003 0.032096 2.003 0.030092 slackaware
2.005 0.156419 2.003 0.23828 2.001 0.32436 slackaware
2.007 0.022198 2.001 0.02408 2.003 0.212275 slackaware
2.005 0.040344 2.004 0.138179 2.005 0.03421 slackaware
2.005 0.048298 2.003 0.046117 2.004 0.118183 slackaware
2.005 0.054303 2.002 0.026085 2.001 0.222278 slackaware
2.005 0.058339 2.001 0.088139 2.003 0.144186 slackaware
2.005 0.032188 2.002 0.032099 2.004 0.04011 slackaware
2.006 0.036344 2.003 0.176249 2.003 0.260328 slackaware
2.005 0.016184 2.003 0.034094 2.002 0.05411 slackaware
2.005 0.144461 2.002 0.030094 2.005 0.310391 slackaware
2.003 0.270562 2.002 0.020073 2.002 0.012058 slackaware
2.005 0.222415 2.003 0.218296 2.005 0.158228 slackaware
2.005 0.122456 2.002 0.030097 2.003 0.260363 slackaware
2.005 0.0442 2.002 0.178226 2.003 0.388438 slackaware
2.004 0.046281 2.002 0.022083 2.002 0.034081 slackaware
2.007 0.022216 2.004 0.0341 2.002 0.024085 slackaware
2.006 0.038231 2.003 0.2483 2.004 0.128191 slackaware
2.006 0.022134 2.001 0.034095 2.001 0.0441 slackaware
2.007 0.048389 2.003 0.026085 2.002 0.030093 slackaware
2.005 0.03631 2.003 0.032095 2.004 0.026096 slackaware
2.006 0.022288 2.003 0.030095 2.002 0.02208 slackaware
2.006 0.032341 2.002 0.026095 2.002 0.036114 slackaware
2.005 0.030324 2.003 0.034097 2.002 0.026085 slackaware
