2.006,0.0161,2.005,0.030103,2.002,0.08214,slackaware
2.005,0.012098,2.004,0.026085,2.002,0.004057,slackaware
2.004,0.01211,2.002,0.026084,2.002,0.046109,slackaware
2.006,0.028114,2.001,0.008066,2.002,0.06211,slackaware
2.006,0.016097,2.004,0.036091,2.001,0.004061,slackaware
2.005,0.012093,2.002,0.036093,2.002,0.010064,slackaware
2.005,0.0261,2.003,0.056113,2.003,0.07212,slackaware
2.005,0.042132,2.003,0.09013,2.003,0.098139,slackaware
2.004,0.004104,2.003,0.034072,2.003,0.070114,slackaware
2.003,0.022102,2.002,0.068129,2.003,0.008059,slackaware
2.006,0.020101,2.002,0.006069,2.003,0.036095,slackaware
2.007,0.03412,2.004,0.06412,2.005,0.012115,slackaware
2.005,0.006086,2.003,0.040097,2.002,0.006063,slackaware
2.004,0.026144,2.002,0.046095,2.003,0.008076,slackaware
2.006,0.014105,2.002,0.058112,2.004,0.092151,slackaware
2.006,0.042148,2.002,0.008067,2.004,0.058113,slackaware
2.005,0.006094,2.007,0.008057,2.002,0.062109,slackaware
2.006,0.008086,2.002,0.008078,2.002,0.076122,slackaware
2.007,0.048177,2.001,0.088141,2.003,0.006059,slackaware
2.005,0.004089,2.003,0.060114,2.002,0.07213,slackaware
2.004,0.058145,2.003,0.084145,2.002,0.008062,slackaware
2.006,0.044143,2.004,0.074123,2.001,0.006056,slackaware
2.004,0.006079,2.005,0.046102,2.004,0.006063,slackaware
2.004,0.038122,2.005,0.044098,2.002,0.01607,slackaware
2.006,0.038152,2.001,0.118168,2.003,0.006058,slackaware
2.007,0.038114,2.004,0.006063,2.003,0.084146,slackaware
2.005,0.008098,2.002,0.06212,2.002,0.012066,slackaware
2.006,0.062195,2.004,0.144189,2.002,0.116161,slackaware
2.002,0.026088,2,0.038078,2.003,0.082117,slackaware
2.005,0.066158,2.002,0.100157,2.003,0.00406,slackaware
2.006,0.072201,2.002,0.164208,2.003,0.012067,slackaware
2.003,0.008118,2.003,0.00608,2.002,0.086139,slackaware
2.006,0.066156,2.003,0.01006,2.004,0.014077,slackaware
2.005,0.070164,2.002,0.008065,2.004,0.092153,slackaware
2.005,0.080155,2.002,0.082134,2.002,0.006062,slackaware
2.006,0.06815,2.001,0.084139,2.002,0.162219,slackaware
2.005,0.008132,2.003,0.052115,2.002,0.054105,slackaware
2.007,0.074184,2.002,0.142192,2.004,0.154206,slackaware
2.005,0.096164,2.003,0.100153,2.002,0.176231,slackaware
2.004,0.006094,2.003,0.008065,2.004,0.004079,slackaware
2.002,0.006103,2.007,0.006046,2.002,0.008059,slackaware
2.005,0.064197,2.003,0.178227,2.001,0.222256,slackaware
2.004,0.00412,2.003,0.004053,2.002,0.008084,slackaware
2.006,0.084169,2.002,0.05011,2.004,0.066114,slackaware
2.006,0.074145,2.001,0.078141,2.001,0.056096,slackaware
2.006,0.060128,2.003,0.144192,2.003,0.154214,slackaware
2.004,0.058148,2.003,0.156212,2.003,0.014075,slackaware
2.005,0.120274,2.001,0.108151,2.001,0.112153,slackaware
2.005,0.008089,2.003,0.010064,2.003,0.012067,slackaware
2.006,0.088229,2.004,0.11817,2.004,0.01608,slackaware
6.101,0.008111,2.003,0.012138,-1.58825e+09,-0.004112,slackaware
2.004,0.104215,2.003,0.128186,2.003,0.104191,slackaware
2.003,0.090215,2.001,0.006061,2.002,0.010053,slackaware
2.005,0.006098,2.003,0.010063,2.004,0.05611,slackaware
6.076,0.150217,2.004,0.012121,-1.58825e+09,-0.004082,slackaware
2.004,0.148316,2.003,0.014071,2.004,0.022073,slackaware
2.007,0.134286,2.003,0.100175,2.005,0.012071,slackaware
2.004,0.064155,2.001,0.008068,4.001,0.008063,slackaware
2.005,0.110227,2.003,0.086139,2.002,0.096154,slackaware
4.003,0.006108,2.003,0.014055,2.003,0.154179,slackaware
2.004,0.070188,2.003,0.146192,2.003,0.132185,slackaware
2.006,0.084216,2.002,0.004073,2.003,0.138183,slackaware
2.004,0.062295,2.003,0.180283,-1.58825e+09,-0.06015,slackaware
2.004,0.010168,2.002,0.008065,2.003,0.088132,slackaware
2.002,0.01211,2.001,0.088144,2.002,0.138148,slackaware
2.004,0.008136,2.004,0.038082,2.002,0.078131,slackaware
2.006,0.162307,2.002,0.182225,2.002,0.006057,slackaware
2.005,0.072194,2.005,0.09415,2.006,0.012389,slackaware
2.006,0.012154,2.004,0.012076,2.003,0.068123,slackaware
2.005,0.046161,2.001,0.120189,2.003,0.148195,slackaware
2.002,0.008114,2.001,0.130173,2.003,0.014056,slackaware
2.005,0.084248,2.003,0.112179,2.003,0.152211,slackaware
2.006,0.054225,2.002,0.072129,2.003,0.086135,slackaware
2.004,0.006165,2.004,0.006051,2.002,0.012074,slackaware
2.005,0.088208,2.003,0.112168,2.003,0.014065,slackaware
2.006,0.110302,2.003,0.008068,2.004,0.132193,slackaware
2.005,0.008143,2.002,0.090146,2.006,0.09014,slackaware
2.006,0.01019,2.003,0.110172,2.005,0.104166,slackaware
2.005,0.012163,2.002,0.128198,2.003,0.146201,slackaware
2.005,0.012156,2.003,0.104157,2.003,0.188252,slackaware
2.006,0.160365,2.005,0.148218,2.003,0.004057,slackaware
2.006,0.096305,2.002,0.092148,2.004,0.148226,slackaware
2.006,0.094241,2.003,0.010541,2.003,0.012068,slackaware
2.005,0.046188,2.004,0.142192,2.003,0.016067,slackaware
2.005,0.012135,2.002,0.008062,2.002,0.006051,slackaware
2.005,0.13829,2.002,0.024079,2.003,0.076123,slackaware
2.004,0.112249,2.001,0.012062,2.003,0.012073,slackaware
2.007,0.154378,2.008,0.106171,2.003,0.010074,slackaware
2.006,0.116254,2.003,0.176234,2.004,0.256317,slackaware
2.005,0.166434,2.003,0.146226,2.003,0.378439,slackaware
2.004,0.098253,2.002,0.158194,2.002,0.186218,slackaware
2.004,0.010206,2.002,0.010054,2.003,0.132174,slackaware
2.006,0.136375,2.004,0.010075,2.004,0.010073,slackaware
2.005,0.098271,2.004,0.182246,2.002,0.016087,slackaware
2.002,0.090203,2.003,0.11415,2.003,0.15818,slackaware
2.003,0.006132,2.003,0.010051,2.003,0.00605,slackaware
2.004,0.07827,2.004,0.020067,2.002,0.092136,slackaware
2.005,0.096236,2.004,0.014077,2.002,0.010067,slackaware
2.006,0.126281,2.004,0.102175,2.003,0.010064,slackaware
6.09,0.076233,2.002,0.014143,-1.58825e+09,-0.004098,slackaware
2.003,0.010192,2.002,0.008062,2.001,0.182227,slackaware
2.005,0.012216,2.004,0.118159,2.003,0.124172,slackaware
2.003,0.080283,2.001,0.064175,2.004,0.01406,slackaware
2.006,0.014211,2.001,0.106168,2.002,0.186237,slackaware
2.002,0.1923,2.001,0.108143,2.004,0.222242,slackaware
2.005,0.008177,2.004,0.012073,2.003,0.010078,slackaware
2.005,0.116307,2.003,0.016073,2.002,0.016077,slackaware
2.005,0.088351,2.002,0.016062,2.003,0.014074,slackaware
2.006,0.014222,2.004,0.182234,2.002,0.012064,slackaware
2.008,0.102264,2.003,0.154212,2.003,0.012065,slackaware
2.008,0.01217,2.003,0.142192,2.003,0.014073,slackaware
2.003,0.012254,2.003,0.068119,2.003,0.012066,slackaware
2.005,0.014236,2.003,0.134259,-1.58825e+09,-0.012104,slackaware
2.004,0.130303,2.003,0.130187,2.004,0.260297,slackaware
2.006,0.146414,2.003,0.014072,2.002,0.008071,slackaware
2.005,0.008164,2.004,0.090135,2.005,0.116171,slackaware
2.005,0.006166,2.003,0.010058,2.003,0.18824,slackaware
2.002,0.008146,2.003,0.010048,2.002,0.008051,slackaware
2.005,0.130283,2.002,0.144193,2.002,0.008071,slackaware
2.005,0.116299,2.002,0.106164,2.002,0.198258,slackaware
2.002,0.010166,2.001,0.080121,2.002,0.150175,slackaware
2.003,0.126255,2.01,0.188212,2.002,0.188205,slackaware
2.005,0.010186,2.001,0.006064,2.004,0.01007,slackaware
2.005,0.120342,2.003,0.010078,2.002,0.072118,slackaware
2.005,0.12833,2.003,0.190236,2.002,0.22226,slackaware
2.001,0.120409,2.002,0.262372,-1.58825e+09,-0.118194,slackaware
2.006,0.01821,2.004,0.190253,2.001,0.008064,slackaware
2.005,0.104286,2.003,0.018091,2.001,0.176236,slackaware
2.004,0.008201,2.001,0.098303,2.003,0.024081,slackaware
2.005,0.004201,2.005,0.010056,2.002,0.016079,slackaware
2.009,0.148442,2.003,0.122187,2.004,0.004056,slackaware
2.012,0.13436,2.004,0.014066,2.003,0.432536,slackaware
2.004,0.130315,2.002,0.012067,2.002,0.008072,slackaware
2.003,0.13427,2.001,0.188234,2.002,0.2983,slackaware
2.007,0.010203,2.003,0.018079,2.005,0.018071,slackaware
2.007,0.10832,2.003,0.010065,2.002,0.01008,slackaware
2.012,0.152442,2.003,0.206287,2.002,0.320395,slackaware
2.005,0.060234,2.002,0.014095,2.002,0.008067,slackaware
2.007,0.060244,2.002,0.00606,2.002,0.01807,slackaware
2.003,0.012136,2.003,0.156197,2.001,0.012053,slackaware
2.007,0.128385,2.002,0.004063,2.003,0.216279,slackaware
2.006,0.008184,2.002,0.01007,2.003,0.012066,slackaware
2.002,0.012177,2.003,0.012056,2.003,0.110133,slackaware
2.007,0.126404,2.002,0.206251,2.001,0.006052,slackaware
2.004,0.01819,2.003,0.124175,2.001,0.010058,slackaware
6.102,0.112319,2.003,0.012182,-1.58825e+09,-0.004112,slackaware
2.004,0.014198,2.003,0.006069,2.003,0.01607,slackaware
2.006,0.132391,2.002,0.14422,2.002,0.00606,slackaware
2.004,0.010144,2.002,0.01006,2.002,0.154173,slackaware
2.004,0.132412,2.002,0.012059,2.003,0.392421,slackaware
2.003,0.104257,2.001,0.104143,2.003,0.112142,slackaware
2.005,0.01621,2.003,0.022082,2.002,0.018085,slackaware
2.005,0.010175,2.002,0.158212,2.002,0.196265,slackaware
2.005,0.012625,2.004,0.012073,2.003,0.010066,slackaware
2.004,0.102388,2.002,0.016072,2.002,0.008058,slackaware
2.003,0.148267,2.001,0.210224,2.005,0.438436,slackaware
2.005,0.164248,2.005,0.264346,2.003,0.226311,slackaware
2.006,0.010214,2.003,0.014076,2.003,0.010063,slackaware
2.005,0.004168,2.005,0.130222,2.003,0.170221,slackaware
2.003,0.108352,2.003,0.116156,2.001,0.278302,slackaware
2.005,0.146468,2.001,0.222262,2.002,0.012053,slackaware
2.007,0.230428,2.003,0.324385,2.004,0.330401,slackaware
2.004,0.004174,2.003,0.124161,2.004,0.010067,slackaware
2.004,0.016169,2.002,0.008053,2.003,0.168201,slackaware
2.005,0.128332,2.003,0.164228,2.001,0.010052,slackaware
2.004,0.104458,2.002,0.288462,-1.58826e+09,-0.10223,slackaware
2.005,0.008309,2.002,0.016071,2.005,0.006055,slackaware
2.002,0.120255,2.003,0.16619,2.001,0.012053,slackaware
2.006,0.010235,2.002,0.150232,2.004,0.368435,slackaware
2.005,0.010221,2.002,0.156221,2.002,0.232278,slackaware
2.005,0.210443,2.004,0.304332,2.003,0.262285,slackaware
2.006,0.016236,2.003,0.020073,2.004,0.11417,slackaware
2.009,0.074346,2.001,0.010056,2.002,0.238269,slackaware
2.005,0.164241,2.002,0.10015,2.003,0.212248,slackaware
2.003,0.118196,2.001,0.296317,2.001,0.008058,slackaware
2.006,0.016096,2.001,0.300362,2.003,0.342436,slackaware
2.004,0.152305,2.001,0.306299,2.001,0.008064,slackaware
2.005,0.136384,2.002,0.004064,2.002,0.008065,slackaware
6.099,0.012216,2.002,0.01214,-1.58825e+09,-0.004106,slackaware
2.011,0.180475,2.002,0.00806,2.003,0.004051,slackaware
2.004,0.166386,2.004,0.192249,2.002,0.004059,slackaware
2.007,0.180408,2.003,0.32038,2.005,0.314387,slackaware
2.007,0.182502,2.001,0.00807,2.005,0.004062,slackaware
2.005,0.008314,2.002,0.012064,2.003,0.012059,slackaware
2.011,0.154403,2.003,0.150199,2.003,0.284333,slackaware
2.005,0.008254,2.003,0.01207,2.002,0.162224,slackaware
2.005,0.120357,2.002,0.24031,2.003,0.010075,slackaware
2.006,0.012363,2.004,0.010068,2.003,0.214292,slackaware
2.005,0.016244,2.004,0.010071,2.001,0.160208,slackaware
2.007,0.228436,2.003,0.212266,2.004,0.272391,slackaware
2.005,0.138394,2.004,0.010069,2.003,0.010065,slackaware
2.005,0.010378,2.005,0.220294,2.002,0.254324,slackaware
2.005,0.016092,2.002,0.008055,2.003,0.014065,slackaware
2.006,0.29262,2.004,0.170233,2.002,0.010068,slackaware
2.005,0.206314,2.002,0.26034,2.003,0.168229,slackaware
2.002,0.012218,2.003,0.010066,2.004,0.010066,slackaware
2.006,0.016226,2.003,0.080134,2.004,0.166215,slackaware
2.006,0.01022,2.003,0.152211,2.002,0.010056,slackaware
2.005,0.116316,2.006,0.128174,2.002,0.132184,slackaware
2.002,0.102297,2.003,0.140169,2.003,0.180202,slackaware
2.004,0.012221,2.002,0.152196,2.005,0.304364,slackaware
2.004,0.224385,2.002,0.194535,2.001,0.254272,slackaware
2.004,0.214299,2.002,0.292321,2.001,0.338363,slackaware
2.007,0.114314,2.001,0.186237,2.002,0.012056,slackaware
2.005,0.012241,2.002,0.012065,2.003,0.012061,slackaware
2.004,0.010206,2.001,0.012068,2.004,0.012064,slackaware
